Company Name,Company Address,website,HR Email,Sales BEST,Sales BETTER,Sales EXCLUDE,Company Careers Page,Company Products/Services Page,Instagram,Facebook,X,description,skill_id
USC Village Fitness Center,"929-959 W Jefferson Blvd, Los Angeles, CA 90007, USA",https://recsports.usc.edu/rec-facilities-page/main-facilities/usc-village-fitness-center/,recsports@usc.edu.,,recsports@usc.edu.; recsports@usc.edu,,https://recsports.usc.edu/rec-facilities-page/main-facilities/usc-village-fit...; https://recsports.usc.edu/rec-facilities-page/main-facilities/hsc-fitness-cen...; https://recsports.usc.edu/rec-facilities-page/main-facilities/usc-village-fit...; https://recsports.usc.edu/rec-facilities-page/other-facilities-courts-fields/...; https://recsports.usc.edu/rec-facilities-page/main-facilities/lyon/; https://recsports.usc.edu/rec-facilities-page/main-facilities/uytengsu-aquati...,https://recsports.usc.edu/membership-page/membership-information-fees/,https://www.instagram.com/uscrecsports/,,,"USC Village Fitness Center - Recreational Sports Skip to content Sign up for GroupEx Classes Today! Instagram Sign up for GroupEx Classes Today! Membership Membership Information & Fees Group Wellness Discount Rec Facilities Main Facilities Lyon Recreation Center USC Village Fitness Center HSC Fitness Center Uytengsu Aquatics Center Current Facility Traffic Other Facilities, Courts & Fields Physical Education Building & Indoor Pool Brittingham Field Allyson Felix Field at Katherine B. Loker Track Stadium Additional Facility Information Facility Rentals & Reservations Hours of Operation Report Broken Equipment Programs & Classes Competitive Sports Club Sports Intramural Sports Fitness USC Workout Personal Training & Private Instruction Personal Trainer Bios Limited Programs Fitness Workshops Physical Therapy Trojan Fitness Circuit Youth Programs MyRecSports Get Started Announcements Events Insights and Highlights: Featured Articles about Recreational Sports News & Announcements About Ab",
LA Fitness,"700 W 7th St Ste G300, Los Angeles, CA 90017, USA",https://www.lafitness.com/Pages/clubhome.aspx?clubid=1211&utm_source=google&utm_medium=googlemaps&utm_campaign=maps,mediarelations@capressreleases.us,,mediarelations@capressreleases.us; mediarelations@lafitness.com,,https://www.lafitness.com/Pages/clubhome.aspx...; https://www.lafitness.com/Pages/ServiceHome.aspx?svc=h; https://www.lafitness.com/Pages/ServiceHome.aspx?svc=p; https://www.lafitness.com/Pages/Login.aspx; https://www.lafitness.com/Pages/ServiceHome.aspx?svc=z; https://www.lafitness.com/Pages/Default.aspx; https://www.lafitness.com/Pages/PressRelease.aspx; https://www.lafitness.com/Pages/clubtour.aspx; https://www.lafitness.com/Pages/about.aspx; https://www.lafitness.com/Pages/ServiceHome.aspx?svc=r; https://www.lafitness.com/Pages/ServiceHome.aspx?svc=g; https://www.lafitness.com/Pages/MembershipSignUpSearch.aspx; https://www.lafitness.com/Pages/Employment.aspx; https://www.lafitness.com/Pages/clubhome.aspx...; https://www.lafitness.com/Pages/NewsAndAnnouncements.aspx,https://www.lafitness.com/Pages/ServiceHome.aspx?svc=p; https://www.lafitness.com/Pages/ServiceHome.aspx?svc=g; https://www.lafitness.com/Pages/ServiceHome.aspx?svc=h,https://www.instagram.com/LAFitness,https://www.facebook.com/LAFitness,https://twitter.com/LAFitness,LA Fitness | LOS ANGELES Gym | 700 W 7TH STREET SUITE G300 Skip to main content Leaving this website You are about to leave this site. Click CONTINUE to leave this site or CANCEL to remain on this site Continue Cancel REZEN Recovery PRT Training CS4® by LA Fitness® Pilates by LA Fitness® The Glute Room GIFT CARDS US About Why Join Club Tour History Career Opportunities Events/News Media Relations Leagues Contact Us Privacy Policy Corporate Programs Mobile App Shop LA Fitness Locations Classes Personal Training Rewards Careers FREE PASS Join Now X FREE PASS Join Now Amenities Amenities Equipment Pool & Spa Third-Party Services About Why Join Club Tour History Career Opportunities Events/News Media Relations Leagues Contact Us Privacy Policy Corporate Programs Mobile App Shop LA Fitness Locations Classes Personal Training Rewards Careers REZEN Recovery PRT Training Reserve Pilates Reserve CS4 Reserve Glute GIFT CARDS US Contact Us Terms & Conditions Privacy Policy ADA & AODA Compliance D,
WILFIT,"3470 Wilshire Blvd #100, Los Angeles, CA 90010, USA",http://www.wilfit.com/,contact@wilfit.com,,contact@wilfit.com; info@gymtonicla.com; contact@wilfit.com,,,,https://www.instagram.com/wilfit.la/,https://www.facebook.com/wilfit.la,,Error: 406 Client Error: Not Acceptable for url: https://www.wilfit.com/,
Barry's Hollywood,"6201 Hollywood Blvd #110, Los Angeles, CA 90028, USA",https://www.barrys.com/studio/hollywood,info@gymtonicla.com,,info@gymtonicla.com,,,https://www.barrys.com/studio/hollywood; https://www.barrys.com/studio/hollywood#main_content,https://www.instagram.com/barrys,https://www.facebook.com/BarrysBootcamp/,https://barrysx.com/,"Gym Near Me in Hollywood, CA: Book a Workout Class | Barry's Skip to Main Content Shop My Account The Workout The Red Room Instructors BARRY’S RIDE Barry's X The Community Corporate Events Group Bookings Fuel Bar Loyalty Blog Our Studios Find Your Studio Global Expansion First Timers Book Now Buy Classes The Workout The Red Room Instructors BARRY’S RIDE Barry's X The Community Corporate Events Group Bookings Fuel Bar Loyalty Blog Our Studios Find Your Studio Global Expansion First Timers Shop My Account Book Now Buy Classes Back to Studios USA Hollywood Book Now Buy Classes Jump To About Features Amenities Instructors About That's Hollywood, Baby! Conveniently located in the heart of Hollywood. This studio is a hot spot for professionals in the entertainment industry. Where to find us 6201 Hollywood Blvd. Suite 110 Hollywood, CA 90028 View on Map Parking — We validate with 90 minutes free parking with validation for Eastown garage (entrance on Argyle Ave). Public Transport — Hollywood ",
GymTonic,"3249 S La Cienega Blvd, Los Angeles, CA 90016, USA",http://www.gymtonicla.com/,info@gymtonicla.com,,info@gymtonicla.com; echopark@pharosathleticclub.com,,https://gymtonicla.com/; https://gymtonicla.com/group-fitness/; https://gymtonicla.com/joinnow/; https://gymtonicla.com/junebegins/; https://gymtonicla.com/our-team/; http://www.gymtonicla.com/#content; http://www.gymtonicla.com/; https://gymtonicla.com/personal-training/; https://gymtonicla.com/membershipreferral/; https://gymtonicla.com/your-club/,https://gymtonicla.com/; https://gymtonicla.com/group-fitness/; https://gymtonicla.com/joinnow/; https://gymtonicla.com/junebegins/; http://www.gymtonicla.com/#content; http://www.gymtonicla.com/; https://gymtonicla.com/personal-training/; https://gymtonicla.com/your-club/,https://www.instagram.com/gymtonicla/,https://www.facebook.com/GymTonicLA/,,"GymTonic Skip to content Home Your Club 50% Off Your First 2 Months GROUP FITNESS PERSONAL TRAINING Your Team MEMBERSHIP REFERRAL Merch Join Now (310) 692-1118 Home Your Club 50% Off Your First 2 Months GROUP FITNESS PERSONAL TRAINING Your Team MEMBERSHIP REFERRAL Merch Join Now (310) 692-1118 Search REDEFINING YOUR GYM EXPERIENCE The Countdown Is Over, Summer Begins Days Hours Minutes Seconds Start Your Summer Goals this June for 50% OFF Your First 2 Months of Membership! Reach Your Goals, Feel Stronger & Take Advantage of our 22,000 SQFT Indoor Outdoor Fitness & Wellness Facilities. Claim Offer First Name (Required) First Last Name (Required) Last Email (Required) Phone Number (Required) By submitting this form, you are providing your electronic signature to consent to receive SMS text messages from GymTonic even if such communications are considered advertisements, and you confirm that you are the subscriber or customary user of any phone number you submit. Text messages may be sent",
PHAROS Athletic Club,"1316 Glendale Blvd, Los Angeles, CA 90026, USA",http://pharosechopark.com/,,,,,,,,,,"Pharos Athletic Club | Echo Park – The Best Fitness Experience For Every Body Skip to the content Home About About Us Coaches Locations Pricing Services Classes + Schedule Online Programs Limitless Challenge Personal Training Massage Filming Shop Contact Us Get Started Get Started Home About About Us Coaches Locations Pricing Services Classes + Schedule Online Programs Limitless Challenge Personal Training Massage Filming Shop Contact Us The best fitness experience in Echo Park The best fitness experience in Echo Park FOR THOSE WHO WANT RESULTS THAT LAST Named after the world’s first lighthouse, Pharos Athletic Club exists to inspire action and foster community. Whether you are: THE HIGHER ACHIEVER , looking to push your limits THE CURIOUS BEGINNER , looking for a place to (re)start and a roadmap to follow THE “IN FOR LIFE”-ER , looking to sustain and maximize your potential over the long haul Pharos provides a great fitness experience for every body. Learn More about the PAC OUR PHILO",
STLA Gym,"4365 W Pico Blvd, Los Angeles, CA 90019, USA",http://stlagym.com/,stlagym@gmail.com,,stlagym+info@gmail.com,stlagym@gmail.com,,,,,https://business.twitter.com/en/help/troubleshooting/how-twitter-ads-work.html?ref=web-twc-ao-gbl-adsinfo&utm_source=twc&utm_medium=web&utm_campaign=ao&utm_content=adsinfo,"STLA Gym – Sports Training Los Angeles Skip to content Menu Welcome Memberships STLA App Boxing Mission Connect STLA Gym Sports Training Los Angeles GOLD MEMBERSHIP $ 180 / month The best of both fitness worlds! 12 BOXING CLASSES , all access to The STLA APP PROGRAM S + SECURE & EXCLUSIVE access to LA’ s own STLA GYM ! GET IT STLA Gym is an affordable, exclusive , private club experience with custom programs that suit YOU . Fun, friendly, fully functional environment with amenities and resources dedicated to Gold Members . Limited availability. Exclusive gym access (touch-free, keyless lock private entry) Extended hours Mon – Fri 7am – 8pm , Sat 8am – 2pm Shower & Infared Sauna access Access to STLA training Staff Towel service Business center with WiFi, fax/scan & printing Complimentary coffee, water, fridge & microwave Complementary fitness consultation with trainer 3 live in-house boxing classses per week STLA APP $ 30 / month Take your trainer and program ANYWHERE and EVERYWHERE GE",
DC Fitness,"626 Coronado Terrace #110, Los Angeles, CA 90026, USA",https://dcfitness.dreamcenter.org/,leagues@dreamcenter.org,,leagues@dreamcenter.org; dcfitness@dreamcenter.org,,,,https://www.instagram.com/dcfitnessgymla/,https://www.facebook.com/dcfitnessla/,,"Home - DC Fitness Home About Amenities Leagues Leagues Home Register Watch Stats Coach Gallery Select Page WE'RE OPEN! WE'RE OPEN! Learn more about our guidelines on how we’re safely reopening our gym. LEARN MORE Fitness With A Purpose DC Fitness is a fully featured gym with premium amenities and modern facilities to help you reach all of your health and fitness goals. Despite your past or present difficulties, we believe in your potential, and want to help you transform your body, your mind, and your spirit. Partnering with the Los Angeles Dream Center to serve those in need around Los Angeles, part of the proceeds are donated to the Dream Center’s residential and outreach programs. Sign up today for a visit, and our friendly staff will be happy to show you around! membership features basketball Court This newly renovated court boasts a full-size court including multiple hoops, a scoreboard, and bleachers for you and your team to reach the next level. Modern equipment Conditioning, to",
FitProsLA,"123 S Figueroa St #140b, Los Angeles, CA 90012, USA",https://www.fitprosla.com/,contact@fitprosla.com,,contact@fitprosla.com; contact@fitprosla.com,,,https://www.fitprosla.com; https://www.fitprosla.com/independent-trainers; https://www.fitprosla.com/; https://www.fitprosla.com/personal-traiing; https://www.fitprosla.com/about; https://www.fitprosla.com/gallery,https://www.instagram.com/fitpros.la/,https://www.facebook.com/FitProsLA-1603404743272866/?ref=your_pages,http://wix.com/?utm_campaign=vir_created_with,"Personal Training Studio | Personal Trainer |Los angeles top of page Home About Us Pricing Independent Trainers Gallery More Use tab to navigate through the menu items. ACHIEVE YOUR BEST SELF WE CAN HELP! OUR MISSION Helping you with your Path to healthier Living Our mission is to make you feel good through exercise Our job is to educate,motivate and inspire you to become better and stronger everyday Free Intro Session © 2016 by FitProsLA. Proudly created with Wix.com LET'S CONNECT! Book a free consultation, ask a question or simply tell us how we can help you! Thanks! Message sent. Send Email: Contact@FitProsLA.com Phone:818.319.3118 Address:123 S.Figueroa St. Suite140B Los Angeles, CA 90012 bottom of page",
LIFT Society,"3270 Cahuenga Blvd W, Los Angeles, CA 90068, USA",http://www.lift-society.com/,,,,,,,https://www.instagram.com/sanctuaryfitnessla/,https://www.facebook.com/sanctuaryfitnessLA/,,"Lift Society | The boutique lifting gym for strength and aesthetics. LIFT Society is the only boutique lifting gym in Los Angeles where the focus is aesthetics. We believe in feeling strong, looking amazing, and showing off our hard work. (310) 912-8989 7300 W Sunset Blvd, Hollywood 3270 Cahuenga Blvd West, Studio City 5435 Sepulveda Blvd, Culver City 1703 Wilshire Blvd, Santa Monica Follow Us www.instagram.com/liftsociety HOME GET STARTED ABOUT ABOUT LIFT SOCIETY TESTIMONIALS IN THE MEDIA TRAINING SCHEDULE Studio City Hollywood Culver City Santa Monica PRICING CONTACT BLOG HOME GET STARTED ABOUT ABOUT LIFT SOCIETY TESTIMONIALS IN THE MEDIA TRAINING SCHEDULE Studio City Hollywood Culver City Santa Monica PRICING CONTACT BLOG Personalized Training, Real Accountability, Life-Changing Results. GET STARTED Real Coaching. Real Results. Trusted by 1,000+ members across Los Angeles & beyond. Featured on: HAVE QUESTIONS? CLICK HERE TO TEXT US: (310)-758-4556 How to Get Stronger, Leaner, and Fi",
Sanctuary Fitness - Koreatown,"3460 W 7th St #1110, Los Angeles, CA 90005, USA",http://www.sanctuaryfitness.com/,info@sanctuaryfitnessktown.com,,info@sanctuaryfitnessktown.com; info@sanctuaryfitnesspasadena.com; info@sanctuaryfitnessla.com,,,http://www.sanctuaryfitness.com/privacy; http://www.sanctuaryfitness.com/terms,https://www.instagram.com/sanctuaryfitnessla/,https://www.facebook.com/sanctuaryfitnessLA/,,"Sanctuary Fitness â Los Angeles HIIT Fitness Studio Who we are Classes Locations Book a class Try us free FIND PEACE THROUGH PERSPIRATION Challenge your body and charge your spirit with the most uplifting HIIT classes in fitness. Try us free Book your class Our locations Pasadena 182 S. Raymond Ave. 91105 Book a class Koreatown 3460 West 7th Street 90005 Book a class Our method Empowering every part of you Our HIIT classes blend strength and cardio to push and balance your entire body. With the guidance of a personal trainer in a lively group setting, weâll bring out your best in every session. Whether youâre an everyday athlete or just starting your journey, youâll leave physically exhausted, but mentally and spiritually recharged. See schedule I've seen so much growth in the past couple of months, and it's all because of these classes.â â Marissa K Start today Recipe for results Our workouts are designed to fire up your full body, pushing your strength, endurance, and pow",
The Gym Venice,"12257 Venice Blvd., Los Angeles, CA 90066, USA",https://www.thegymvenice.com/,info@plyofitness.net,,info@plyofitness.net; getfit@thegymvenice.com,,,https://www.thegymvenice.com/#page; https://www.thegymvenice.com/pricing#page; https://www.thegymvenice.com/; https://www.thegymvenice.com/contact#page; https://www.thegymvenice.com/cart; https://www.thegymvenice.com/contact; https://www.thegymvenice.com/cart#page; https://www.thegymvenice.com/pricing,https://www.instagram.com/thegymvenice,https://www.facebook.com/thegymvenice,https://twitter.com/PlyoFitnessGym,"The Gym Venice 0 Skip to Content Pricing Contact Open Menu Close Menu Pricing Contact Open Menu Close Menu Pricing Contact This side of 40 has never felt so good. The only Gym in LA focusing on strength training over 40. A note from the Founder Strength training changed my life. From the moment I picked up my first weight, I was hooked. It wasn’t just about building muscle or looking a certain way—it was about the feeling. The confidence. The control. The realization that I could push past limits I once thought were set in stone. It became my passion, my escape, my driving force. I trained relentlessly, setting bigger and bigger goals, challenging myself in ways I never imagined. But what started as something personal—something just for me—slowly transformed into something greater. When I became a personal trainer, everything clicked. The hours I had spent pushing myself weren’t just for my own growth—they were preparing me for something bigger. I wasn’t meant to just train for myself.",
PLYO FITNESS at HOLLYWOOD GYM,"1551 N La Brea Ave, Los Angeles, CA 90028, USA",https://www.plyofitness.net/class-schedule/,info@plyofitness.net,,info@plyofitness.net,,,,https://www.instagram.com/plyofitnessgym/,https://www.facebook.com/PlyoFitnessGym,https://twitter.com/PlyoFitnessGym,Error: 403 Client Error: Forbidden for url: https://www.plyofitness.net/class-schedule/,
24 Hour Fitness,"5045 W Slauson Ave, Los Angeles, CA 90056, USA",https://www.24hourfitness.com/gyms/los-angeles-ca/la-cienega-sport?Adb_id=GGL_LOC_ACQ_CDP,fitperks@rewards.24hourfitness.com,,fitperks@rewards.24hourfitness.com; privacy@perkville.com; ccpadr@24hourfit.com; support@24go.zendesk.com; pressroom@24hourfit.com,cpo@24hourfit.com; cpm@24hourfit.com,https://www.24hourfitness.com/gyms/los-angeles-ca/la-cienega-sport...; https://www.24hourfitness.com/gyms/los-angeles-ca/la-cienega-sport...; https://www.24hourfitness.com/gyms/los-angeles-ca/la-cienega-sport...; https://www.24hourfitness.com/gyms/los-angeles-ca/la-cienega-sport...; https://www.24hourfitness.com/gyms/los-angeles-ca/la-cienega-sport...,https://www.24hourfitness.com/gyms/los-angeles-ca/la-cienega-sport...; https://www.24hourfitness.com/company/policies/privacy_policy#4_2; https://www.24hourfitness.com/gyms/los-angeles-ca/la-cienega-sport...; https://www.24hourfitness.com/gyms/los-angeles-ca/la-cienega-sport...; https://www.24hourfitness.com/company/policies/privacy_policy_prev/; https://www.24hourfitness.com/company/policies/privacy/privacy_policy.html; https://www.24hourfitness.com/gyms/los-angeles-ca/la-cienega-sport...; https://www.24hourfitness.com/gyms/los-angeles-ca/la-cienega-sport...; https://www.24hourfitness.com/members/fitperks; https://www.24hourfitness.com/membership/inclub_privacy_policy.html,https://www.instagram.com/24HourFitness,http://www.facebook.com/153343731345521,https://twitter.com/en/privacy,"La Cienega Sport Gym in Los Angeles, CA | 24 Hour Fitness La Cienega Gym Sport Gym Hours PRICING AMENITIES CLASSES This club does not currently offer a free pass. Please select a different club Invalid Pass We had trouble generating your pass. Please re-enter your information or Contact us for further assistance. GENERATING YOUR PASS... TRY US FREE *All fields are required. *First Name *Last Name *Email *Verify Email *Mobile Phone *Date of Birth Yes! Please send me updates on discounts, special offers and membership. By checking this box, I agree to receive future recurring automated text messages. I understand that consent is not required for purchase and that my information will be used as described here and according to the 24 Hour Fitness Privacy Policy and the SMS Terms & Conditions . Reply STOP to end. Message and data rates may apply. GET YOUR FREE PASS! More Details *3-day pass is valid beginning on your first day of usage at a club. Pass good at multiple locations. User must n",
Hardcore Fitness Bootcamp Downtown Los Angeles,"400 W Pico Blvd, Los Angeles, CA 90015, USA",https://hardcorefitnessbootcamp.com/dtla-ca/,admin@hardcorefitnessinc.com,,admin@hardcorefitnessinc.com,,,https://hardcorefitnessbootcamp.com/your-privacy-protection/,,,,"Hardcore Fitness | Best Gyms Near You Skip to content are you ready for your free trial start trial Contact Us Contact Us Downtown Los Angeles MORE THAN JUST A WORKOUT the hardcore fitness approach It’s more than just a workout – it’s the new age of group fitnes s Hardcore Fitness is results. Period. We’ve combined the benefits of multiple group fitness approaches into a single, high energy workout experience that sculpts, builds and conditions to achieve your best self, class after class. We understand fitness can be intimidating, so we’ve made it easy to get started and keep going. Our approach combines award-winning group training classes, nutrition and community for an experience that checks all the boxes for physical changes that last. Powered by i.L.I.F.T. (our visual workout guidance system), effective custom-designed equipment and trainers that guide and motivate, we help members of all fitness levels achieve their unique fitness goals, and have a community of die-hard Hardcore",
Fortune Gym,"7801 Melrose Ave #3, Los Angeles, CA 90046, USA",https://fortunegym.com/,tamara@fortunegym.com,,tamara@fortunegym.com; justin@fortunegym.com,,,https://fortunegym.com/#page; https://fortunegym.com/; https://fortunegym.com/reservations#page; https://fortunegym.com/menu; https://fortunegym.com/reservations; https://fortunegym.com/menu#page,http://instagram.com/squarespace,http://facebook.com/squarespace,,"FORTUNE GYM 0 Skip to Content Home CLASS SCHEDULE MEMBERSHIP FIGHTERS TRAINERS News STORE CONTACT Open Menu Close Menu Home CLASS SCHEDULE MEMBERSHIP FIGHTERS TRAINERS News STORE CONTACT Open Menu Close Menu Home CLASS SCHEDULE MEMBERSHIP FIGHTERS TRAINERS News STORE CONTACT FORTUNE GYM GO HARD OR GO HOME GO HARD OR GO HOME GO HARD OR GO HOME ABOUT THE GYM Fortune Gym is a 1950s style Boxing gym in the Heart of Hollywood, run by Former Heavyweight Contender, Justin Fortune of Australia. Fortune Gym is for professional fighters and people who want to train like fighters. Fortune offers a unique training that includes techniques to build strength and speed. Fortune Gym has a team of qualified boxing trainers as well as certified instructors in Gracie Baha Jiu Jitsu, Muay Thai, and Mixed Martial Arts. Fortune Gym only staffs the highest level trainers from Olympians, World Champions, to Black Belts. WHO IS JUSTIN FORTUNE Fighting professionally for over 20 years, Justin’s 29 professional ",
Beyond Fitness LA,"1990 Westwood Blvd UNIT 110, Los Angeles, CA 90025, USA",http://www.beyondfitnessla.com/,info@mysite.com,,info@mysite.com,,,https://www.beyondfitnessla.com/booking-calendar/glutes-abs; http://www.beyondfitnessla.com/; https://www.beyondfitnessla.com/booking-calendar/kickboxing; https://www.beyondfitnessla.com/booking-calendar/build-1; https://www.beyondfitnessla.com/book-group-training; https://www.beyondfitnessla.com/group-training; https://www.beyondfitnessla.com/contact-5; https://www.beyondfitnessla.com/booking-calendar/hybrid; https://www.beyondfitnessla.com/plans-and-pricing; https://www.beyondfitnessla.com/blank; https://www.beyondfitnessla.com,https://www.instagram.com/beyondfitnessla/,https://www.facebook.com/wix,https://www.twitter.com/wix,"Gym | Beyond Fitness LA | Los Angeles top of page GROUP TRAINING PLANS & PRICING BOOK ONLINE CONTACT More Use tab to navigate through the menu items. LOG IN RAISE YOUR GAME BOOK YOUR FIRST FREE SESSION! Group Training Personal Training The Founder My name is Liron Kayvan and I founded BFLA in 2019. I’m a NASM Certified Group Fitness Instructor, Personal Trainer and Transformative Life Coach. I was born in London but moved to LA in 2016. I’ve competed in Amateur MMA, Brazilian Jiu Jitsu and Rugby and been a Fitness Coach for over 10 years. The reason I started BFLA was to create a conscious community of people interested in being the best they could be and supporting others in that same pursuit. I believe a person can achieve anything they put their mind to and fitness is a perfect place to begin that Transformation because you are control. I’ve done it myself, I’ve seen it with thousands of others and I love showing up to the gym every day to make that happen for you. The Gym BFLA is a",
EVERYBODY,"1845 N San Fernando Rd, Los Angeles, CA 90065, USA",http://everybodylosangeles.com/,hr@everybodylosangeles.com,,media@everybodylosangeles.com; manager@everybodylosangeles.com,fitchicasla@gmail.com; hr@everybodylosangeles.com,,http://everybodylosangeles.com/offsite-programming; http://everybodylosangeles.com/homebody; http://everybodylosangeles.com/eb-membership; http://everybodylosangeles.com/about; http://everybodylosangeles.com/mini-link-join; http://everybodylosangeles.com/policies-resources-plans; http://everybodylosangeles.com/personal-training; http://everybodylosangeles.com/people; http://everybodylosangeles.com/wellness; http://everybodylosangeles.com/journal,https://instagram.com/everybodylosangeles,https://www.facebook.com/EVERYBODYLosAngeles/timeline/,,"EVERYBODY 0 Skip to Content Home About People Mission and Values Policies, Resources and Action Plans Journal Join Us HomeBody Membership EveryBody Membership Classes Personal Training Wellness Offsite Programming Shop Merch Opportunities Visit IRL Classes Our Space Accessibility Contact Become a HOMEBODY Open Menu Close Menu Home About People Mission and Values Policies, Resources and Action Plans Journal Join Us HomeBody Membership EveryBody Membership Classes Personal Training Wellness Offsite Programming Shop Merch Opportunities Visit IRL Classes Our Space Accessibility Contact Become a HOMEBODY Open Menu Close Menu Home Folder: About Back People Mission and Values Policies, Resources and Action Plans Journal Folder: Join Us Back HomeBody Membership EveryBody Membership Classes Personal Training Wellness Offsite Programming Shop Merch Opportunities Folder: Visit IRL Back Classes Our Space Accessibility Contact Become a HOMEBODY Slide 1 Slide 1 (current slide) Slide 2 Slide 2 (curre",
Equinox Downtown LA,"444 Flower St, Los Angeles, CA 90071, USA",https://www.equinox.com/clubs/southern-california/los-angeles/downtownla?cid=gmb,concierge@equinox.com,,concierge@equinox.com; concierge@equinox.com,,https://www.equinox.com/clubs/southern-california/los-angeles/downtownla...; https://www.equinox.com/memberbenefits?icmp=topnav-memberbenefits; https://www.equinox.com/personaltraining?icmp=topnav-personaltraining; https://www.equinox.com/; https://www.equinox.com/clubs/southern-california/los-angeles/downtownla?cid=gmb; https://www.equinox.com/groupfitness?icmp=topnav-classes; https://www.equinox.com/promotion/former-member; https://www.equinox.com/landing/eqx+; https://www.equinox.com/pilates?icmp=topnav-pilates,https://www.equinox.com/clubs/southern-california/los-angeles/downtownla...; https://www.equinox.com/memberbenefits?icmp=topnav-memberbenefits; https://www.equinox.com/personaltraining?icmp=topnav-personaltraining; https://www.equinox.com/; https://www.equinox.com/membership; https://www.equinox.com/clubs/southern-california/los-angeles/downtownla?cid=gmb; https://www.equinox.com/groupfitness?icmp=topnav-classes; https://www.equinox.com/inquiry/schedule-your-visit/715; https://www.equinox.com/promotion/former-member; https://www.equinox.com/landing/eqx+; https://www.equinox.com/pilates?icmp=topnav-pilates,https://www.instagram.com/equinox/,https://www.facebook.com/Equinox,https://x.com/Equinox,"Downtown LA Fitness Club - Equinox Skip to main content Equinox Visit a Club Clubs Member Benefits Classes Group Fitness Digital Classes Training Personal Training Pilates Spa Hotels Shop The Shop at Equinox SoulCycle At-Home Bike Alumni Sign in Visit a Club Join Online Downtown LA Located in the heart of Los Angeles, California, Equinox Downtown LA captures this vibrant neighborhood’s dynamic mix of passion, pleasure, and performance. Schedule a Visit 444 Flower Street Los Angeles , CA 90071 (213) 330-3999 Hours today 5:00am - 8:00pm mon 5:00am - 9:00pm tue 5:00am - 9:00pm wed 5:00am - 9:00pm thu 5:00am - 9:00pm fri 5:00am - 8:00pm sat 8:00am - 4:00pm sun Closed Schedule a Visit Spaces Classes Features Info Membership 01 Exterior 02 Reception 03 Lounge 04 Locker Rooms 05 Group Fitness Studio 06 Cycling 07 Strength Floor Loading... Club Features Equinox Downtown LA Club Features The Spa at Equinox The Spa at our Equinox clubs is a personal recharging station, where you'll take your res",
Basement Fit,"1260 S Corning St Ste 100, Los Angeles, CA 90035, USA",http://www.basement.fit/,downtownlosangeles@f45training.com,,downtownlosangeles@f45training.com,,,,https://www.instagram.com/f45_training_downtownla,https://www.facebook.com/F45-Training-Downtown-Los-Angeles-2218527971747685/,https://twitter.com/F45TRAINING,Basement Fitness JOIN THE WAIT LIST Chevron Down LOS ANGELES SUBMIT Chevron Up,
F45 Training Downtown Los Angeles,"1200 S Grand Ave Suite R2, Los Angeles, CA 90015, USA",https://www.f45training.com/downtownlosangeles,downtownlosangeles@f45training.com,,downtownlosangeles@f45training.com,,,https://f45training.com/workouts/resistance/; https://f45training.com/f45-challenge/; https://www.f45training.com/invest; https://f45training.com/workouts/hybrid/; https://shop.f45training.com/; https://f45training.com/partners/,https://www.instagram.com/f45_training_downtownla,https://www.facebook.com/F45-Training-Downtown-Los-Angeles-2218527971747685/,https://twitter.com/F45TRAINING,"F45 Training Downtown Los Angeles | Team Training | Sign Up Today WHAT IS F45? F45 WORKOUTS CARDIO RESISTANCE HYBRID RECOVERY F45 CHALLENGE ARTICLES Partners Blog Find A Studio F45 Shop Own A Franchise DOWNTOWN LOS ANGELES STUDIO DETAILS CLASS SCHEDULE BOOK A CLASS Start Your Trial 5 Days x $35 5 Days x $35 F45 TRAINING DOWNTOWN LOS ANGELES STUDIO HOME RECOVERY CLASS SCHEDULE FIND THIS STUDIO NEW TO F45? MEMBERSHIP OPTIONS CANCEL MEMBERSHIP Your browser does not support the video tag. Functional Fitness. Real Results. F45 DOWNTOWN LOS ANGELES F45 TRAINING DOWNTOWN LOS ANGELES offers functional group fitness classes, reimagined. We are more than just a gym. We are the total wellness solution for every body. With 5,000+ dynamic, energy-packed movements and over 80 workouts offered, we help you unlock your inner athlete. We are the workout you always wanted with the team you didn’t know you needed. New to F45 Training? Learn More Team Training. Life Changing. F45 DOWNTOWN LOS ANGELES Mark",
Los Angeles Software Developers,"1607 Pacific Ave, Venice, CA 90291, USA",http://losangelessoftwaredevelopers.com/,hello@losangelessoftwaredevelopers.com,,hello@losangelessoftwaredevelopers.com,,,,https://www.instagram.com/losangelessoftwaredevelopers/,https://www.facebook.com/LosAngelesSoftwareDevelopers,,"Los Angeles Software Developers | Software and App Development Skip to content Search for: Tel. 310.421.2269 Home About Our Industries Services AI Software Blockchain App Development Crypto Development Custom Software Enterprise Software Metaverse NFT Design UX/UI Design Blog Contact Los Angeles Software Developers Welcome to the leader in Enterprise Level Software and Application Development Get a Quote We turn ideas into Diamonds It’s early in the morning and you’ve just awoken from an amazing dream. It’s the next app idea that’s gonna change LA LA land and now you’re on the hunt for the best software firm in Los Angeles to develop it. Finding a good team to construct your vision is mission critical, and you know you don’t want to go overseas, you’ve been down that road before. Now you’re a seasoned entrepreneur. Los Angeles Software Developers is a boutique custom software development firm that has built the greatest apps in history. Located in midtown, we are sprinkled with ex-Micr",
